"Tweet";"C1";"C2";"C3";"C4";"C5";"CLUSTER"
" MEDIOCRE SEA RECIBO CELULARES MES ROBADOS RESPUESTA SERVICIO INCREIBLE AEROLINEA";"0";"0";"0";"1";"0";"C4"
" POBRE DESASTRE INFORMACION UN B'RT PASADO FALTA SERVICIO CANCELADOS";"0";"0";"0";"1";"0";"C4"
" SERVICIO IGUAL";"0";"0";"0";"1";"0";"C4"
" FINAL CONFORMAR AL RESPONDIERON DAN VERE BURDO DEBES BIEN ESO";"0";"0";"0";"0";"0";"C5"
" CARO EXTRAS FUNCIONA QUERIAN BAJANDO COST ASI B'RT COBRANDO NO LOW CALIDAD";"0";"4";"0";"0";"0";"C2"
" GENTE TOMALO DEJALO B'RT ESPERATE EMPLEADOS CABRONES GUSTA SUS WEBEAR VAN";"0";"0";"0";"1";"0";"C4"
" B'LATAM AGUA AIRLINES MERCADO AEREA MODALIDAD LINEA COBRA OBSEQUIA";"0";"1";"0";"0";"0";"C2"
" NO MENTIROSOS LLEGAR B'RT EQUIPAJE DIJERON ENTREGABAN PM ME";"0";"0";"1";"0";"0";"C3"
" NO MENTIROSOS EQUIPAJE LL DIJERON ENTREGABAN PM ME";"0";"0";"1";"0";"0";"C3"
" AVION NECESARIO FUERZA SNACK NOS JEFE RT RETIENE TRIPULACION DECIDE EL DARNOS";"0";"0";"0";"0";"0";"C5"
" NO MIENTEN VALIJA EN B'RT DOLARES COMPRAR COBRA CAMBIO LATAM SABEN PIERDEN DECADA";"0";"1";"0";"0";"1";"C5"
" NO MIENTEN VALIJA EN PROBLEMAS DEADA DOLARES COMPRAR COBRA CAMBIO LATAM SABEN PIERDEN COMPRAS";"0";"1";"0";"0";"1";"C5"
" QUE RATAS";"0";"0";"0";"0";"0";"C5"
" PERDER SOLUCIONES CAUSA NO OBLIGAN PASAJES ENTREGAN ENTIENDE";"0";"0";"1";"0";"0";"C3"
" HS PENALIDAD B'RT VIAJE EQUIPAJE HACE AEROP USD ESPERO DEBEN DEVOLVERME VANO";"0";"0";"1";"0";"0";"C3"
" HS PENALIDAD VIAJE EQUIPAJE HACE USD ESPERO DEBEN DEVOLVERME VANO";"0";"0";"1";"0";"0";"C3"
" DE NADIE MANUAL ASCO CONTINGENTE NO SERVICIO EMERGENCIA PREPARADO";"0";"0";"1";"1";"0";"C4"
" CASO SALUDOS RESPECTO BRINDARTE TRABAJANDO RESPUESTA PRONTA ESTAMOS HOLA";"0";"0";"0";"1";"0";"C4"
" CANCELA MALTRATAN B'RT CLIENTE VALIJA VUELVO PIERDEN";"0";"1";"0";"1";"0";"C4"
" PUDO AGUA GYE-UIO VASO B'VUELO SACO ATERRIZAR REGRESA SERVICIO ORIGEN";"0";"0";"0";"1";"0";"C4"
" CONFIAR MALETAS COMO NUEVO ENTREGAN";"0";"0";"0";"0";"0";"C5"
" NO EN B'RT DOLARES COMPENSAN ERRORES COMPRAR COBRA CAMBIO LATAM DECADA";"0";"1";"0";"0";"1";"C5"
" NO EN PROBLEMA DOLARES COMPENSAN UN ERRORES COMPRAR COBRA CAMBIO LATAM DECADA COMPRAS";"0";"1";"0";"0";"1";"C5"
" ORLANDO CENTER ATENCION CALL DURANTE SITUACION PERSONAL CHAPEAU B'PLACER SEÑORES ENORME";"2";"0";"0";"1";"0";"C1"
" NO CANCELA MALTRATAN CON CLIENTE VIAJEN VALIJA VUELVO LATAM PIERDEN";"0";"1";"0";"1";"1";"C5"
" VALIJA NUNCA VUELOS COMPREN B'RT LATAM PERDE AEROPUERTO EN TE PIERDEN ENCUENTRAN";"0";"1";"1";"0";"1";"C5"
" VALIJA NUNCA PLATA VUELOS COMPREN LATAM PERDES AEROPUERTO EN TE PIERDEN ENCUENTRAN";"0";"1";"0";"0";"1";"C5"
" DEBE B'RT LATAM EQUIPAJE TRASLADO SABIENDO AEROPUERTO INNECESARIO USD DEVOLVERME";"0";"0";"1";"0";"1";"C5"
" CANCELA MALTRATAN B'RT CLIENTE VALIJA VUELVO PIERDEN";"0";"1";"0";"1";"0";"C4"
" DEBE LATAM EQUIPAJE TRASLADO SABIENDO AEROPUERTO INNECESARIO USD DEVOLVERME";"0";"0";"1";"0";"1";"C5"
" CANCELA MALTRATAN CLIENTE VALIJA VUELVO PIERDEN";"0";"1";"0";"1";"0";"C4"
" CAMBIAN SELECCIONE ASIENTO CHEQUEO";"0";"0";"0";"0";"0";"C5"
" MALETA RECIBI REVISEN MIA LLEGO CONTENIDO";"0";"0";"1";"0";"0";"C3"
" LOS ESTUPIDOS PIDEN DATOS RESPONDER WIFI";"0";"0";"0";"0";"1";"C5"
" QUEDO LUGAR DESTROZARON RECLAMOS VUELO MVD SCL ASI DICEN GUITARRA MIA-SCL";"0";"1";"1";"0";"0";"C3"
" COLA COUNTER MEDIA";"0";"0";"0";"0";"0";"C5"
" HORAS OBTENER ES CENTER CALL LAN ESTUVE ALLI AHI IMPOSIBLE UTIL PERO CORRIGIO SISTEMA TRATANDO";"2";"0";"0";"1";"1";"C1"
" PAGINA SIEMPRE PESIMA CENTER ATENCION TENIA AYUDO CALL LATAM COMO PASAJES HOLA";"2";"0";"0";"2";"2";"C5"
" DEPOSITAR DOLARES CONTACTARME LLAMEN LATAM EN DIAS SIN";"0";"0";"0";"1";"1";"C5"
" IGUALES TENGO RESPUESTAS VERGONZOSO ES";"0";"0";"0";"0";"0";"C5"
" CONEXIONES PEOR PERDER REGRESO LO MARTES MALETAS HACIENDO CASA PIERDEN";"0";"0";"1";"0";"0";"C3"
" PEOR MIA-ATL MALETA LMA-CANCUN CANCUN-MIA PERDIERON HORRIBLE REGRESO CONEX AEROLINEA CASA ESTADIA";"0";"0";"2";"0";"0";"C3"
" CONEXIONES SUPERVISORA REGRESO AYUDAR AEROPUERTO INSULTO ESTAMOS ESTADIA";"0";"0";"0";"2";"0";"C4"
" PEOR INEPTITUD SINACEPTABLE LA REGRESO CLIENTE ELMARTES SERVICIO CASA ALCLIENTE";"0";"0";"0";"2";"0";"C4"
" CONECCION MIA-ATL MALETA MIA LLEGAR PERDIERON PERDI PEOR MXCO RECOMPENZA MEXICO";"0";"0";"3";"0";"0";"C3"
" SIGO HUMANITARIA INSISTIENDO AYUDA VAN URGENTE DIAS RESPUESTA SOLICITE LLAMANDO AEROLINEA";"1";"0";"0";"1";"0";"C4"
" MARKETING BUENA ACCION PARECE UNA MUCHOS CAGADA DE VERAS NOS LES";"0";"0";"0";"0";"0";"C5"
" TEMPERATURAS AVIONES INCOMODO SIEMPRE HELADAS ES";"0";"0";"0";"0";"0";"C5"
" DIA SERVICIO AMIGOS PARECEN PEOR";"0";"0";"0";"1";"0";"C4"
" HAGA EQUIPAJE MIERDA HUASOS EMPATIA SUFRIDO";"0";"0";"1";"0";"0";"C3"
" RATO LATAM";"0";"0";"0";"1";"1";"C5"
" SON INTERNACIONAL AEROPUERTO MEJOR COUNTERS RECLAMACION HOJA";"0";"0";"0";"0";"0";"C5"
" RECOMENDACION HORAS AVISAN LAVAN VIAJEN MANOS TARDE CAMBIAN";"0";"0";"0";"1";"0";"C4"
" PEOR SERVICIO RETRASO NOSOTROS JAMAS PAGAMOS PERDIMOS TE TENIDO PRESENTO RESOLVIERON";"0";"0";"0";"1";"0";"C4"
" AEROPUERTO DUE ME ÑO TALARA";"0";"0";"0";"0";"0";"C5"
" INFORME MINUTOS CHISTE MISMO RESPUESTA INDICAR DIAS COMPRA SOLUCION";"0";"0";"0";"2";"0";"C4"
" DESPUES RECIEN DIGA LLAME PROXIMA SEMANA ATENDER UNA ALGUIEN SEMANA RECLAMO";"1";"0";"0";"0";"0";"C1"
" ANTECEDENTES CREDIBILIDAD INTERNA FORMA CERO LUEGO VIA EMAIL FORMALIZAR RECLAMO";"0";"0";"0";"0";"0";"C5"
" SE PASARON ESTAFADORES QDARON PERU EMPRESA DEVOLVIERON EN PASAJES";"0";"0";"0";"0";"0";"C5"
" CASO PLATA ESTAFADORES QDEN PRONTO PERMITIR ABRIRE PASAJES";"0";"0";"0";"1";"0";"C4"
" SOMOS PENDEJO DESGRACIA SON TRATAN";"0";"0";"0";"0";"0";"C5"
" NO PUBLICAMENTE CENTER LATAM MAS PROMETO PASAR PEOR VOLAR CONTACT";"1";"0";"0";"0";"1";"C5"
" ARREPIENTO NO EN CENTER FORTUNAS GASTO VEZ NECESITO VIAJAR MAS LATAM CONTACT";"1";"1";"0";"0";"1";"C5"
" HS PERDI RESUELTO TOMABA CREIA TELEFONO VYEDFT TARJ CODIGO CAMBIO CASI RESERVA";"1";"0";"1";"0";"0";"C3"
" MANDE HORAS INFORMACION RESPONDEN DM SEÑORES QUE USTEDES";"0";"0";"0";"1";"0";"C4"
" CUSCO HORAS SON LIMA ENVIE SRS QUE ABUSO";"0";"1";"0";"1";"0";"C4"
" HORAS NOCHE EMPEZO INDECOPI AEROPUERTO CON ANDA HABER ALIMENTACION SI DEBEN ESPERA OFICINA DADO";"0";"0";"2";"2";"0";"C4"
" NO SOLUCION CENTER COMUNICARME CALL IDEA LA RESPUESTA DAR USTEDES INTERNAMENTE";"2";"0";"0";"0";"0";"C1"
" POR PELUCON VIAJAMOS BUS NOSOTROS DAN MASHI FLOTA SANDUCHE EN HAGA AEROLINEA OCURRE";"0";"0";"0";"0";"0";"C5"
" NO MALETA ROMPEN DE COMPENSA INUTILIZADA DAÑO PEOR DEJAN INDICAN RECLAMO";"0";"1";"1";"0";"0";"C3"
" SOCIOS CLIENTES MURIO UNA PERDIO TENIA LAN RESPETO VERGUENZA SERVICIO LATAM CALIDAD";"0";"0";"1";"2";"1";"C4"
" PONEN GUAYAQUIL PASANDO VUELO SALE QUITO SERVICIO CANCELADO";"0";"2";"0";"1";"0";"C2"
" YA NADIE GENERAL CRISIS DEMORA REGULA";"0";"1";"0";"0";"0";"C2"
" ENVIAR CALLCENTER PAGUE CORREOS LLAMAR ABURRIDO COMPENSACION";"1";"2";"0";"0";"0";"C2"
" COMPENSACIONES MALA TAMPOCO ATENCION CALLCENTER CORREOS CHATO RESPUESTA PAGO ESPERO";"0";"1";"0";"1";"0";"C4"
" DEBE EMITE POR PERJUDICA VOUCHER TRAVEL AYUDA ASI JUEGA ME";"0";"0";"0";"0";"0";"C5"
" JULIO CARGO CASO ABIERTO TRIPLE SOLUCION";"0";"0";"0";"1";"0";"C4"
" TICKET CUMPLEN MENTIRAS PROMETIERON SUMA MENTIRAS DLRES IGUAL";"0";"0";"0";"0";"0";"C5"
" NI CENTER NECESITO SUCURSAL DAN AYUDAN VERSIONES CALL DISTINTAS SOLUCION URGENTE";"2";"0";"0";"0";"0";"C1"
" SERNAC ENTREGA NUEVO UNA BUEN VEZ LATAM SIMPLE FACTURA NO DAR SERVICIO COMPRA";"0";"0";"1";"1";"1";"C5"
" CUANTOS YA DIAS PERDI SEGUIMOS ESPERANDO";"0";"0";"1";"1";"0";"C4"
" QUEJAS PERDER SIEMPRE RECLAMOS SACARA TIENES CLUB BIENVENIDA EXCUSAS PONES";"0";"0";"1";"0";"0";"C3"
" RIO-SCL PARDOS AVION MINUTOS ÜENZA ABUSOS JJ8074 UNO VERG";"0";"0";"0";"1";"0";"C4"
" LATAM DOLARES CORREOS ESTAFA RECONOCIMIENTO PROMESA TENGO TARIFA";"0";"1";"0";"0";"1";"C5"
" EMPEZARAMOS PIDEN CEROS INFO MAS MES HARTAZGO INCREIBLE RESPUESTA ME CONTACTE APUESTAN LE";"0";"0";"0";"0";"0";"C5"
" UD DECEPCIONADO QUIEREN UYU-TLV ÑIA HICE VALIDAR ESTOY MILLAS IBERIA";"0";"0";"0";"0";"0";"C5"
" COBRAN PRECIO EQUIPAJE ÒN SILLA EXHORBITANTE TIQUETES DEJAN CAMBIO COMIDA SOBRE-VENTA AVI";"0";"2";"1";"0";"0";"C2"
" QUEJA LLEVO PRESENTANDO CDMX ESCUCHANDO DIAS NOTIFICO RESPUESTA FISICA PROFECO";"0";"0";"0";"1";"0";"C4"
" SUPONGO CASO LES CARGARON IDEA MIL DIAS BOLETO TRIPLE PASAR ME";"0";"0";"0";"2";"0";"C4"
" REEMBOLSO HAN EFECTUADO TARJETAS AYUDA REALIZO CORRESPONDIENTE TRIPLE CARGOS JULIO";"0";"1";"0";"0";"0";"C2"
" DEBE NEGOCIO DECIR NUEVO AHORA COMPRAR TIQUETE CAMBIAR CAMBIOS";"0";"0";"0";"0";"0";"C5"
" VOZ PROCEDIMIENTOS DIOS VIEJAS SEXY CONOCEN NO SERVICIO BRUTAS PAISA BENDITO";"0";"0";"0";"1";"0";"C4"
" NOCHE EMBARCADO PASAMOS YA VEZ JUEGOS DIJERON PASAJERO DESPEGABAMOS MIAMI";"0";"0";"0";"0";"0";"C5"
" RETRASADOS AVIONES PASA";"0";"0";"0";"0";"0";"C5"
" ESTAN COLOMBIA SOLUCIONA";"1";"0";"0";"0";"0";"C1"
" TENGAS VIAJAMOS MIERDA POBRES LEO SUERTE JET";"0";"0";"0";"0";"0";"C5"
" POLITICO SUFRIR QUE VIAJE COMITE PUEDEN";"0";"0";"0";"0";"0";"C5"
" TAMPOCO MIERDA RT";"0";"0";"0";"0";"0";"C5"
" TAMPOCO MIERDA";"0";"0";"0";"0";"0";"C5"
" PERDIERON SUERTE EQUIPAJE BAJON ROBARON LUCHANDO PAGUEN";"0";"0";"3";"0";"0";"C3"
" DISTENDIDO TAMBIEN RT CARTERISTAS QUE LINDO SORPRENDE GRANIZO LATAM SIEMPRE AHORA";"0";"0";"0";"0";"1";"C5"
" SEGURIDAD AVION VOLA YA MUCHACHO NOSOTROS GRANIZAMOS";"0";"0";"0";"0";"0";"C5"
" SEGURIDAD PUEDAN PASA EMPRESA CUIDADO ESTUPIDOS EL";"0";"0";"0";"0";"0";"C5"
" DISTENDIDO TAMBIEN CARTERISTAS QUE LINDO SORPRENDE GRANIZO LATAM SIEMPRE AHORA";"0";"0";"0";"0";"1";"C5"
" PROTOCOLOS RT REVISAR URGENTE CANCELACION";"0";"1";"0";"0";"0";"C2"
" TUVE CANCELAR DESASTRE PASAJE UN MEDICAS RT DINERO MESES RAZONES DEVUELVEN";"0";"0";"0";"1";"0";"C4"
" PUERTA LAMENTABLE PAIS IMAGEN NUESTRO";"0";"0";"0";"0";"0";"C5"
" SERVICIO IGUAL";"0";"0";"0";"1";"0";"C4"
" PTO MONTT TACO SEGUIMOS";"0";"0";"0";"0";"0";"C5"
" MESES CASO ANTONIO RESPONDERME DEMORARON";"0";"0";"0";"2";"0";"C4"
" PARO PLENO SEGUIMOS ATENCION TACO AQUI TAXISTAS";"0";"0";"0";"1";"0";"C4"
" DEBERIAN OCURRAN NO ESTOS";"0";"0";"0";"0";"0";"C5"
" MALO GENTE CENTER RESPONDE CALL CORREOS PEOR TODAVIA GESTION HORRIBLE";"2";"0";"0";"0";"0";"C1"
" ARROJARON AVION";"0";"0";"0";"0";"0";"C5"
" RT SOBREPESO LA PARTE";"0";"0";"0";"0";"0";"C5"
" REINGRESAR SIEMPRE ERROR MISMOS FRUSTRANTE NACIONALIDAD MI RT DATOS ADEMAS";"0";"0";"0";"0";"1";"C5"
" LATAMPASS RT AHORA INGRESO";"0";"0";"0";"0";"1";"C5"
" SOBREPESO LA PARTE";"0";"0";"0";"0";"0";"C5"
" QUEDABA IQUIQUE VIAJE FILA MERCADO RT ALMUERZO SANDWICH SANTIAGO MENU";"0";"0";"0";"0";"0";"C5"
" NUNCA VIAJARE INCREIBLE CIELOS EMPRESA PELOTUDEZ RT PERMITA";"0";"0";"0";"0";"0";"C5"
" NUNCA VIAJARE INCREIBLE EMPRESA PELOTUDEZ PERMI";"0";"0";"0";"0";"0";"C5"
" CONCHA HERMANA LA";"0";"0";"0";"0";"0";"C5"
" NUNCA LATAM VIAJO";"0";"0";"0";"0";"1";"C5"
" PUTA SUBO EN NUNCA ME ÓN MÁS MI RIDICULOS UN AVI LATAM DE VIDA";"0";"0";"0";"0";"1";"C5"
" VOLVER COSTO PESIMO RT SERVICIO ESPERO VOLVIERON UTILIZAR AEROLINEA";"0";"0";"0";"1";"0";"C4"
" HAN SUCEDIDO VIAJEROS DECIRTE MES DEJAME RT PASADO";"0";"0";"0";"0";"0";"C5"
" HAN SUCEDIDO VIAJEROS DECIRTE MES DEJAME PASADO";"0";"0";"0";"0";"0";"C5"
" VOLVER COSTO PESIMO SERVICIO ESPERO VOLVIERON UTILIZAR AEROLINEA";"0";"0";"0";"1";"0";"C4"
" LOBO HOY MOVIMIENTO DIRECTOR FABIANO LATAM CONSUMIDOR CAMBIAR MOBILE MMA DICE INEVITABLE";"0";"0";"0";"0";"1";"C5"
" QUE PAYASADA";"0";"0";"0";"0";"0";"C5"
" DIARIOS FUNCIONO INTENTOS LA ACTUALIZADA MEJOR LLEVO SEMANA VERSION PQ";"0";"0";"0";"0";"0";"C5"
" NUNCA DESASTRE VIAJANDO QUE SERVICIO DIA";"0";"0";"0";"1";"0";"C4"
" PERDI HOSPEDAJES REPROGRAMARON DIAS DINERO PRESENTISMO OTROS ME";"0";"0";"1";"1";"0";"C4"
" DEVOLVIERON CANCELARON ME PESO";"0";"0";"0";"0";"0";"C5"
" TOQUE LU MIERDA EMPRESA VIAJAR OJALA TAN";"0";"0";"0";"0";"0";"C5"
" BUSCA PESIMO BARATA RESPECTO PASA RESPONDEN CON SIEMPRE VECES";"0";"0";"0";"0";"0";"C5"
" ESPERE AUTORIZACION FINALMENTE EMBARCAR DEJE MESES YO MASCOTA SEIS";"0";"0";"1";"1";"0";"C4"
" LANPASS CENTER CALL LUEGO CUELGA UPG INGRESAR ESTOY CODIGO INTENTANDO LLAMO POSTULAR";"2";"0";"0";"0";"1";"C1"
" PONERSE MINUTOS MERCADO LEEE DISCLAIMER ACABAN OFERTAS NO LENTES BIEN";"0";"0";"0";"1";"0";"C4"
" ES CENTER CALL CONTACTARLOS INBOX FAVOR EMERGENCIA CONTESTAR TRATANDO";"3";"0";"0";"0";"0";"C1"
" CALL LLAMADA LLAMANDO CUELGAN CENTER";"3";"0";"0";"0";"0";"C1"
" NUESTROS QDAN ATERRICE CORRUPTOS JUSTO NUESTRO AEROPUERTO DINERO PASAJES TALARA LE";"0";"0";"0";"0";"0";"C5"
" RATEROS MIS UDS PASAJES AEROLINEA";"0";"1";"0";"0";"0";"C2"
" RATEROS ZIKA SO BESTIAS NECESITO DENUNCIA AHORA PASAJES PEDAZO";"0";"1";"0";"0";"0";"C2"
" RT DESCARADAMENTE ROBAN NOS";"0";"0";"0";"0";"0";"C5"
" SUPUESTAMENTE PRECIOS QUITARON IGUAL";"0";"0";"0";"0";"0";"C5"
" AEREA CAMBIAR LINEA PROXIMA";"0";"0";"0";"0";"0";"C5"
" SERIA PERDIDA";"0";"1";"0";"0";"0";"C2"
" IDA CUANDO TARAPOTO SUBIDO DOLARES HA VUELTA VIAJABA";"0";"0";"0";"0";"0";"C5"
" SERVICIO CIERTO MUY ESTAS PESIMO";"0";"0";"0";"1";"0";"C4"
" DESCARADAMENTE ROBAN NOS";"0";"0";"0";"0";"0";"C5"
" QDARON TAMBIEN DCIA MISMO DEVOLVIERON VUELTA PASAJES";"0";"0";"0";"0";"0";"C5"
" CELEBRAMOS DEVOLUCION MAÑANA IRRESPONSABLES NADIE MESES FUERTE ODIO";"0";"1";"0";"1";"0";"C4"
" NUESTROS QUEREMOS VOLVER DEJES HOGARES MORIR DALE PUERTO VARADOS RT IGUAZU NO CODIGO";"0";"0";"0";"0";"0";"C5"
" VOLVER HOY GRACIAS CANCELADO SIEMPRE RESTO NECESITO CAGANDO RT BSAS";"0";"1";"0";"0";"0";"C2"
" CASO NUMERO YESO PERJUDICARON EL VIEJOS DEMORARON";"0";"0";"0";"1";"0";"C4"
" PORQUE AIUUUUDA PUERTO VARADOS RT IGUAZU NUESTRO CANCELARON";"0";"0";"0";"0";"0";"C5"
" GUWQKY COBRARON DEVOLUCION SIGO ESPERANDO KM LANPASS RESERVA US";"0";"1";"0";"0";"0";"C2"
" MENTIROSO QUIEN MANEJA ADEMAS SALAME";"0";"0";"0";"0";"0";"C5"
" TICKET AGENCIA LA EMITIO";"0";"0";"0";"0";"0";"C5"
" CRITICADO SORPRENDIERON HE BIEN";"0";"0";"0";"0";"0";"C5"
" ESTAFADORES LADRONES CAMBIARON";"0";"1";"0";"0";"0";"C2"
" CARGO ROBAR INMORALES VERGUENZA USTEDES COMO CONCIENCIA DICE";"0";"0";"1";"0";"0";"C3"
" CHECK VARIAR";"0";"0";"0";"0";"0";"C5"
" GRACIAS EDICION DIA";"0";"0";"0";"0";"0";"C5"
" AVION CHECK FILA HACES PUSIERON ANTELACION RESULTA SIMON VACIO VAS";"0";"0";"0";"0";"0";"C5"
" POSIBLIDAD DARLE PASAJEROS AGENDAR BIEN PASAJES";"0";"0";"0";"0";"0";"C5"
" SERVICIO POBRE RT PASADO UN";"0";"0";"0";"1";"0";"C4"
" USUARIO ENTRO MAIL CONFIRMACION APARECEN TARDES TENGO VIAJES BUENAS";"0";"0";"0";"0";"0";"C5"
" NO GENTE PASAJEROS RAZON CAUSADO DAÑO NUEVOPUDAHUEL CON TAXIS";"0";"0";"0";"0";"0";"C5"
" DEFINIDO DEBIDO HEMOS OTORGAR PASAJEROS EXCEPCIONES TENGAN TAXISTAS SANTIAGO ATRASO VIAJES";"0";"1";"0";"0";"0";"C2"
" LAS AEREAS NOSOTROS MISMO DEBIERAN PASADO EMPRESAS MALETAS PONER";"0";"0";"0";"0";"0";"C5"
" GIFCARD CANJE AYUDAR KMS LLEGA PUEDEN TODAVIA LATAMPASS SABADO HOLA";"0";"0";"0";"0";"1";"C5"
" ODIO OCURRA UNA TRISTEZA QUE PAIS USTEDES PENA IRRADIAN";"0";"0";"0";"0";"0";"C5"
" IQUIQUE PARO LLEGAR ATRASARAN IMPOSIBLE TAXIS";"0";"0";"0";"0";"0";"C5"
" LAN HAYA VERGUENZA TRANSFORMADO";"0";"0";"0";"0";"0";"C5"
" FELICITACIONES LATAM";"0";"0";"0";"0";"1";"C5"
" LLEGU CORRIENDO AFORTUNADAMENTE AUTOPISTA GRACIAS PUDE LLEGAR RESPUESTA CAMINANDO";"0";"0";"0";"0";"0";"C5"
" CANCELO LLEGAR ACABA CALAMA LA155 SANTIAGO MENSAJE";"0";"0";"0";"0";"0";"C5"
" CANCELAN VEZ";"0";"0";"0";"0";"0";"C5"
" NUESTROS PERDEREMOS GENTE TODOS CAMINANDO KM PASAJEROS NO CREER PODAMOS ENTRAR AEREOPUERTO";"0";"0";"0";"0";"0";"C5"
" RESUELVAN RECLAMOS CHORROS";"0";"0";"0";"0";"0";"C5"
" BUENAS INICIATIVAS";"0";"0";"0";"0";"0";"C5"
" SOBREVENDE RT TAXISTAS TACOS PRODUCE";"0";"0";"0";"0";"0";"C5"
" SOCIO TARJETA LLEGADO";"0";"0";"0";"0";"0";"C5"
" SERVICIO RT IGUAL";"0";"0";"0";"1";"0";"C4"
" SUPONGO NEGOCIO PERDER COMPRAR ECONOMICO SEGUNDO QUE VUELTA SALE";"0";"0";"1";"0";"0";"C3"
" RECIEN DAN RECUPER MALETAS SANTIAGO DEJARON SOLUCION";"0";"0";"0";"0";"0";"C5"
" ACABO EXCELENTE GRACIAS RESPONDER ATENCION LES";"0";"0";"0";"1";"0";"C4"
" ÑIA RECIBIDO VUESTRA DECEPCIONADO ESTOY SKYAIRLINE_CL TRATO";"0";"0";"0";"1";"0";"C4"
" SOBREVENDE TAXISTAS TACOS PRODUCE";"0";"0";"0";"0";"0";"C5"
" OFRECE AFECTADOS PASAJEROS PARO RT SOLUCIONES TAXISTAS";"0";"0";"0";"0";"0";"C5"
" AFECTADOS CANAL PASAJEROS AHORA RT AEROPUERTO BLOQUEO ITINERARIOS";"0";"0";"0";"0";"0";"C5"
" COST LOW LINDO";"0";"1";"0";"0";"0";"C2"
" ME RETENIDO DEVOLVERME OFRECIERON ENERO";"0";"0";"0";"0";"0";"C5"
" RESPUESTA AGOSTO FACE INGRESE RECLAMO";"0";"0";"0";"0";"0";"C5"
" RETRASADO VUELO";"0";"1";"0";"0";"0";"C2"
" AL EMBARCANDO ATRASADO";"0";"1";"0";"0";"0";"C2"
" REGISTRARME TODAVIA GRACIAS DATOS PUSE NUEVO";"0";"0";"0";"0";"1";"C5"
" UN APLAUSO";"0";"0";"0";"0";"0";"C5"
" DINERO VAN DEVOLVER RETENIDO ENERO";"0";"0";"0";"0";"0";"C5"
" LLAMO CONTESTAN";"1";"0";"0";"0";"0";"C1"
" SOLUCIONAN VEZ ME RESPONDEN MISMO";"0";"0";"0";"0";"0";"C5"
" CANCELO LLEGAR ACABA CALAMA LA155 RT SANTIAGO MENSAJE";"0";"0";"0";"0";"0";"C5"
" CARO PASAJE PIENSO COMPRAR DEBERIAN COBRAN";"0";"2";"0";"0";"0";"C2"
" SEMANAS CASO RESPUESTA VIAJAR ESPERANDO";"0";"0";"0";"1";"0";"C4"
" NUNCA MIENTEN REEMBOLSO VEZ ESTARIA SUPUESTAMENTE ACREDITO";"0";"1";"0";"0";"0";"C2"
" MAL LAVA MANOS SI";"0";"0";"0";"0";"0";"C5"
" ESTAN ACTIVAR CASO VOUCHER TRAVEL DICEN GRACIAS DIAS RT TARDA ESTUDIANDO PQ";"1";"0";"0";"2";"0";"C4"
" RESOLVER DIAS RT DIJERON LLEGA ME RESOLVIERON";"0";"0";"0";"1";"0";"C4"
" ESTAN ACTIVAR CASO VOUCHER TRAVEL DICEN GRACIAS DIAS TARDA APOYO ESTUDIANDO PQ";"1";"0";"0";"2";"0";"C4"
" RESOLVER RESOLVIERO DIAS DIJERON LLEGA ME";"0";"0";"0";"1";"0";"C4"
" YA DIAS VAN RT FIJARON PLAZO";"0";"0";"0";"1";"0";"C4"
" SIQUIERA MAIL HABLAN RESPONDEN BROMA SERVICIO";"0";"0";"0";"1";"0";"C4"
" YA DIAS VAN FIJARON PLAZO";"0";"0";"0";"1";"0";"C4"
" PUEDAS CUANDO HAGAS VIAJAR LADRONES";"0";"1";"0";"0";"0";"C2"
" ESTAN COLOMBIA SOLUCIONA RT";"1";"0";"0";"0";"0";"C1"
" NO CANCELA MALTRATAN CON CLIENTE VIAJEN VALIJA NO VUELVO LATAM SABEN PIERDEN";"0";"1";"0";"1";"1";"C5"
" NUNCA";"0";"0";"0";"0";"0";"C5"
" ATIENDE NECESITO REPROGRAMAR RT LINEA";"0";"0";"0";"0";"0";"C5"
" LINEA NECESITO ATIENDE REPROGRAMAR";"0";"0";"0";"0";"0";"C5"
" COBRARON HICIERON COMPENSAR DOLARES RT ERRORES CAMBIO DEBEN DEVOLVERLOS ME";"0";"0";"0";"0";"0";"C5"
" PADRE MALETA ENTREGADA RETRASO DIAS POSIBLE";"0";"0";"1";"1";"0";"C4"
" VALIJA NUNCA VUELOS COMPREN LATAM RT PERDE AEROPUERTO EN TE PIERDEN ENCUENTRAN";"0";"1";"1";"0";"1";"C5"
" VALIJA NUNCA PLATA VUELOS COMPREN LATAM PERDES AEROPUERTO EN TE PIERDEN ENCUENTRAN";"0";"1";"0";"0";"1";"C5"
" DOLARES COMPENSAN RT ERRORES COBRA DIA CAMBIO";"0";"1";"0";"0";"0";"C2"
" DOLARES COMPENSAN ERRORES DIA COBRA CAMBIO";"0";"1";"0";"0";"0";"C2"
" COBRARON HICIERON COMPENSAR DOLARES ERRORES CAMBIO DEBEN ME DEVOLVER";"0";"0";"0";"0";"0";"C5"
" LATAMAIRLINES NO COMPREN CONVIERTE HORRIBLE SUFRIMIENTO ÑIA AEREA CLIENTE BARATO PASAJES ATENCION";"0";"0";"0";"2";"0";"C4"
" NO CANCELA MALTRATAN RT CLIENTE VALIJA NO VUELVO SABEN PIERDEN";"0";"1";"0";"1";"0";"C4"
