Texto;Sentiment;id
"Otra vez movistar sin internet podrido con mal servicio @MovistarChile @SERNAC		-1";-1;1
"Que Movistar/Digitel aumenten sus tarifas es medio aceptable, pero movilnet deberia pagarle a sus usuarios por usar esa""		-1";-1;793
"El plan Naranja 250 de Movilnet paso de costar Bs. 288,60 a Bs. 6.781, un aumento de al menos 2.250% 		-1";-1;794
"El d? de ayer fue asqueroso. O sea aumento del sueldo. Del pasaje. De Movistar de toda mierda menos mis ganas de seguir en este pais""		-1";-1;795
"Estafa con las tarifas de Movistar deja perplejo al mas ecuanime. Un monto de 36.000,00 Bs por 1.2 gb 300 minutos con		-1";-1;796
"Gracias a movistar por este Halloween y sus precios de terror.""		-1";-1;797
"AlertaPresidenteMaduro OJO PELAO CON Movistar que subi sus tarifas en 300% son unos miserables		-1";-1;798
"Otra vez movistar sin internet podrido con mal servicio @MovistarChile @SERNAC		-1";-1;799
"movistar tiene empleados y es una empresa privada, estoy dispuesta a pagar 		-1";-1;800
"quiero hacer una denuncia formal por mal servicio de movistar , todos los dias me desconecta a la 1:30 am yo trabajo a esa hora		-1";-1;801
"Movistar.. mal servicio!! Conx lenta..!!!""		-1";-1;802
"Conatel  Muy eficiente a la hora de aceptar aumento de tarifas telefonia celular! Aunado mal servicio de movilnet. Movistar de 5 a 37 mil.""		-1";-1;803
"Me pase de Movistar a Claro y es igual mal servicio con publicidad enganosa. Si tuvieran internet seria genial.		-1";-1;804
"Me pase de Movistar a Claro y es igual mal servicio con publicidad enganosa. Si tuvieran internet seria genial.		-1";-1;805
"ANCLegadoDeChavez la lentitud y saboteo de Movilnet  Movistar y Digitel era para un aumento? y el mal servicio quien lo reint		-1";-1;806
"Sobre la renta de Movistar: no me quejare... Acepto el aumento... Pero es a?tan poco dinero q no me puedo quejar del mal servicio""		-1";-1;807
"mal nacidos si quieren suban a 100mil los planes pero mejoren el mmg servicio malparido o salgan de Vzla de una		-1";-1;808
"Si el servicio tecnico Movistar ha dado fecha para el 31 de noviembre, muy mal ...		-1";-1;809
"Estoy tan dispuesta a pagar el incremento de Movistar, como lo estare cuando aumenten el del metro. El costo solo justifica		-1";-1;810
"mal nacidos si quieren suban a 100mil los planes pero mejoren el mmg servicio malparido o salgan de Vzla de una		-1";-1;811
"la lentitud y saboteo de Movilnet  Movistar y Digitel era para un aumento? y el mal servicio quien lo reintenta		-1";-1;812
"la lentitud y saboteo de Movilnet  Movistar y Digitel era para un aumento? y el mal servicio quien lo reintenta		-1";-1;813
"la lentitud y saboteo de Movilnet  Movistar y Digitel era para un aumento? y el mal servicio quien lo reintenta		-1";-1;814
"Estoy tan dispuesta a pagar el incremento de Movistar, como lo estare cuando aumenten el del metro. El costo solo justifica		-1";-1;815
"mal nacidos si quieren suban a 100mil los planes pero mejoren el mmg servicio malparido o salgan de Vzla de una		-1";-1;816
"Golpe al bolsillo de movistar aumento descarado y el servicio de mal en peor cada dia...""		-1";-1;817
"Ahora viene la gente a quejarse porque tienen que pagar 30.000bs y el regimen le bloquea el aumento y mas		-1";-1;818
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";-1;819
"Bueno y Entonces Hasta Cuando Digitel y Movistar Violando a Sus Usuarios, Mal Servicio y Tarifas Impagables! @NicolasMaduro @Conatel OJO""		-1";-1;820
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";-1;821
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";-1;822
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";-1;823
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";-1;824
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";-1;825
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";-1;826
"verga y tan mal servicio que presta Movistar""		-1";-1;827
"verga y tan mal servicio que presta Movistar""		-1";-1;828
"verga y tan mal servicio que presta Movistar""		-1";-1;829
"Que pasa con los aumentos de las tArifas sin aviso,el mal servicio 		-1";-1;830
"Un aumento del 750% en mi plan y no recib?un mensaje informativo, ni por respeto ni por cortes?. Que mal servicio		-1";-1;831
"Un aumento del 750% en mi plan y no recib?un mensaje informativo, ni por respeto ni por cortes?. Que mal servicio		-1";-1;832
"mal servicio telefnico en San Felipe - Comas. Tengo un postpago y la senal de internet falla constantemnte		-1";-1;833
"Si te quejas de los aumentos de Movistar, deja perder la linea de una vez...asi se evitan las quejas de mal funcionamiento""		-1";-1;834
"mal nacidos si quieren suban a 100mil los planes pero mejoren el mmg servicio malparido o salgan de Vzla de una		-1";-1;835
"Si te quejas de los aumentos de Movistar, deja perder la linea de una vez...asi se evitan las quejas de mal funcionamiento""		-1";-1;836
"como uds. M van a cobrar 60.000 Bs. De renta, es un absurdo, su mal servicio de cobertura y navegacion de internet es pesimo.""		-1";-1;837
"Movistar Venezuela incrementa las tarifas. Los mismos q se quejan del mal servicio son los primeros que se quejan del aumento		-1";-1;838
"Movistar Venezuela incrementa las tarifas. Los mismos q se quejan del mal servicio son los primeros que se quejan del aumento		-1";-1;839
"Golpe al bolsillo de movistar aumento descarado y el servicio de mal en peor cada dia...""		-1";-1;840
"Golpe al bolsillo de movistar aumento descarado y el servicio de mal en peor cada dia...""		-1";-1;841
"Movistar Peru la peor PORQUERIA QUE PUDEMOS HABER ADQUIRIDO, el peor servicio, la peor senal, todo lo tienen mal		-1";-1;842
"Movistar no responde ante reiterados reclamos por mal servicio internet hogar""		-1";-1;843
"Un horror el mal servicio de @Movistar una pena , yo que confiaba en sus servicios , mi movil y mi casa con problemas @AyudaMovistarCL""		-1";-1;844
"Por que nadie contesta en el call center? Me bloquearon? Si dan mal servicio No les gustan los clientes que consultamos?""		-1";-1;845
"Mi teor? es que Movistar pertenece a Telcel, y lo usan para dar mal servicio 		-1";-1;846
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";-1;847
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";-1;848
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";-1;849
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";-1;850
"Yo sigo esperando desde ayer al tecnico de Movistar para que me traiga mi decodifiador. Que mal servicio. 		-1";-1;851
"Yo sigo esperando desde ayer al tecnico de Movistar para que me traiga mi decodifiador. Que mal servicio. 		-1";-1;852
"De acuerdo. Movistar brinda un mal servicio, tambien tengo dificultades en las comunicaciones.""		-1";-1;853
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";-1;854
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";-1;855
"Yo sigo esperando desde ayer al tecnico de Movistar para que me traiga mi decodifiador. Que mal servicio. 		-1";-1;856
"Que mal servicio de movistar te roba a lo bruto no lo contrates ni te cambies @MovistarMX @MiMovistarMX""		-1";-1;857
"Aunque sea la misma empresa, la que tiene que responder  su mal servicio es Movistar Colombia, ojala respondieran con la rapidez de Espana""		-1";-1;858
"cansado del mal servicio de Internet ofrecido por Movistar en Leticia Amazonas, apoya esta peticon por un mejor		-1";-1;859
"aparte de prestar mal servicio tambien son unos ladrones! No entran las recargas @Movistar 28Oct""		-1";-1;860
"Alguien de mi familia hoy mandara al carajo a Movistar. Despues de dos malditos anos de puro mal servicio.		-1";-1;861
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";-1;862
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";-1;863
"Le hago la cruz a Movistar! No soy mas cliente de esa pudricion de mal servicio y estafa		-1";-1;864
"Le hago la cruz a Movistar! No soy mas cliente de esa pudricion de mal servicio y estafa		-1";-1;865
"Movistar y su man? de prestar un mal servicio de datos		-1";-1;866
"La TarifaCero desaparecer en 2018 		-1";-1;867
"Al final de cuentas el consumidor es el que termina pagando los platos rotos, no AT&amp		-1";-1;868
"Por favor reclamos con Soporte Movistar 		-1";-1;869
"Amigos que Movistar esta lanzando el iPhone 8 no quita que su servicio sea mierda""		-1";-1;870
"Marico osea, nadie va a decir o hacer algo por el aumento de las rentas de Movistar?""		-1";-1;871
"Al final de cuentas el consumidor es el que termina pagando los platos rotos, no AT&amp		-1";-1;872
"Los tres son una mierda, te apuesto a cuando vaya a reactivar la linea Movistar me roba, te lo aseguro por		-1";-1;873
"NO al aumento abusivo de tarifas por parte de Movistar y Digitel - Firma la peticion! 		-1";-1;874
"Me llega al pincho movistar y toda la mierda nacional y particular quiero mirar tv csm		-1";-1;875
"LLAMA MERCENARIOS A LOS Q DEJAN SU EQUIPO MEDOCRE,CUANTO QUISIERA Q LE O?		-1";-1;876
"De cualquier forma la tarifa de interconexion para AT&amp		-1";-1;877
"Cuantos tuitstars estan atragantados de mermelada por el tema de Movistar y el iPhone8 ya perdieron todo pudor para la merme		-1";-1;878
"No me gusta ese comercial de Movistar porque dice: comience apretando el asterisco... uno se arruga mucho poh!.. 		-1";-1;879
"De saber que tener claro era la misma mierda que tener Movistar aca no hubiera cambiado 		-1";-1;880
"Que vergaaaaa con movistar fren		-1";-1;881
"Amigos que Movistar esta lanzando el iPhone 8 no quita que su servicio sea mierda""		-1";-1;882
"Y ya estan entregando el iPhone 8 y yo sigo esperando la llamada de Movistar <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>""		-1";-1;883
"Los alarmantes aumentos de las tarifas para Digitel, Movistar y Movilnet 		-1";-1;884
"MOVISTAR TENES UN INTERNET PORONGA		-1";-1;885
"La gente que pide al gobierno que """"tome medidas"""" contra Movistar por el aumento de tarifas, impulsa la Gran Mision Senales		-1";-1;886
"Movistar me pone a pagar de 2140 a 30,000 prro queeee ajuste de susto no puedo con mucho		-1";-1;887
"Movistar en menos de una hora me quito los 50 pesos, vamos bien		-1";-1;888
"Prensa Movistar-Lima se la llevan facil. Los celulares estan mutis 100% en PALPA (ICA)desde el25 de Octubre.No hay ninguna informacon Ineptos""		-1";-1;889
"Amigos, Movistar les quiere vender un iPhone 8 como si fuera un iPhone X.		-1";-1;890
"NicolasMaduro presidente como es posible q suban las tarifas telefnicas Movistar por mas de un 1000 % y conatel no se pronuncia""		-1";-1;891
"Amigos que Movistar esta lanzando el iPhone 8 no quita que su servicio sea mierda""		-1";-1;892
"Yo me he quejado poco o nada de Movistar, nunca me he tenido inconvenientes pero igual no puedo renovar a un iPhone porque me los dejan caros		-1";-1;893
"Me dicen lo mismo que esta en la pagina Web Jajajaj""		-1";-1;894
"Por que estan tan caras las entradas 		-1";-1;895
"Amigos que Movistar esta lanzando el iPhone 8 no quita que su servicio sea mierda""		-1";-1;896
"Diganme como como voy a pagar 35 palos de renta en la porquerias de telefono que tengo que de paso ni sirve y Movistar menos o sea...""		-1";-1;897
"NicolasMaduro presidente como es posible q suban las tarifas telefonicas Movistar por mas de un 1000 % y conatel no se pronuncia""		-1";-1;898
"Movistar dio su brazo a torcer y los partidos Peru vs. Nueva Zelanda sern transmitidos por se_al abierta		-1";-1;899
"da tarifa de prepagos, pospago no da *144 tampoco y mi movistar tampoco, es uno de los misterios de movistar		-1";-1;900
"Movistar, Movilnet y Digitel aumentan tarifas a partir de noviembre 		-1";-1;901
"sin duda son lo peor como lanzar un aumento tan elevado como ese mas del 1000% adios movistar de porqueria basuras""		-1";-1;902
"Movistar, Movilnet y Digitel aumentan tarifas a partir de noviembre		-1";-1;903
"Movistar, Movilnet y Digitel aumentan tarifas a partir de noviembre		-1";-1;904
"Usuarios de Movistar denuncian que aumentaron las tarifas. 		-1";-1;905
"Estafa con las tarifas de Movistar deja perplejo al mas ecuanime. Un monto de 36.000,00 Bs por 1.2 gb 300 minutos con		-1";-1;906
"Que Movistar/Digitel aumenten sus tarifas es medio aceptable, pero movilnet deberia pagarle a sus usuarios por usar esa""		-1";-1;907
"El plan Naranja 250 de Movilnet paso de costar Bs. 288,60 a Bs. 6.781, un aumento de al menos 2.250% 		-1";-1;908
"El d? de ayer fue asqueroso. O sea aumento del sueldo. Del pasaje. De Movistar de toda mierda menos mis ganas de seguir en este pais""		-1";-1;909
"Estafa con las tarifas de Movistar deja perplejo al mas ecuanime. Un monto de 36.000,00 Bs por 1.2 gb 300 minutos con		-1";-1;910
"Gracias a movistar por este Halloween y sus precios de terror.""		-1";-1;911
"AlertaPresidenteMaduro OJO PELAO CON Movistar que subi sus tarifas en 300% son unos miserables		-1";-1;912
"Otra vez movistar sin internet podrido con mal servicio @MovistarChile @SERNAC		-1";-1;913
"movistar tiene empleados y es una empresa privada, estoy dispuesta a pagar 		-1";-1;914
"quiero hacer una denuncia formal por mal servicio de movistar , todos los dias me desconecta a la 1:30 am yo trabajo a esa hora		-1";-1;915
"Movistar.. mal servicio!! Conx lenta..!!!""		-1";-1;916
"Conatel  Muy eficiente a la hora de aceptar aumento de tarifas telefonia celular! Aunado mal servicio de movilnet. Movistar de 5 a 37 mil.""		-1";-1;917
"Me pase de Movistar a Claro y es igual mal servicio con publicidad enganosa. Si tuvieran internet seria genial.		-1";-1;918
"Me pase de Movistar a Claro y es igual mal servicio con publicidad enganosa. Si tuvieran internet seria genial.		-1";-1;919
"ANCLegadoDeChavez la lentitud y saboteo de Movilnet  Movistar y Digitel era para un aumento? y el mal servicio quien lo reint		-1";-1;920
"Sobre la renta de Movistar: no me quejare... Acepto el aumento... Pero es a?tan poco dinero q no me puedo quejar del mal servicio""		-1";-1;921
"mal nacidos si quieren suban a 100mil los planes pero mejoren el mmg servicio malparido o salgan de Vzla de una		-1";-1;922
"Si el servicio tecnico Movistar ha dado fecha para el 31 de noviembre, muy mal ...		-1";-1;923
"Estoy tan dispuesta a pagar el incremento de Movistar, como lo estare cuando aumenten el del metro. El costo solo justifica		-1";-1;924
"mal nacidos si quieren suban a 100mil los planes pero mejoren el mmg servicio malparido o salgan de Vzla de una		-1";-1;925
"la lentitud y saboteo de Movilnet  Movistar y Digitel era para un aumento? y el mal servicio quien lo reintenta		-1";-1;926
"la lentitud y saboteo de Movilnet  Movistar y Digitel era para un aumento? y el mal servicio quien lo reintenta		-1";-1;927
"la lentitud y saboteo de Movilnet  Movistar y Digitel era para un aumento? y el mal servicio quien lo reintenta		-1";-1;928
"Estoy tan dispuesta a pagar el incremento de Movistar, como lo estare cuando aumenten el del metro. El costo solo justifica		-1";-1;929
"mal nacidos si quieren suban a 100mil los planes pero mejoren el mmg servicio malparido o salgan de Vzla de una		-1";-1;930
"Golpe al bolsillo de movistar aumento descarado y el servicio de mal en peor cada dia...""		-1";-1;931
"Ahora viene la gente a quejarse porque tienen que pagar 30.000bs y el regimen le bloquea el aumento y mas		-1";-1;932
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";-1;933
"Bueno y Entonces Hasta Cuando Digitel y Movistar Violando a Sus Usuarios, Mal Servicio y Tarifas Impagables! @NicolasMaduro @Conatel OJO""		-1";-1;934
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";-1;935
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";-1;936
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";-1;937
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";-1;938
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";-1;939
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";-1;940
"verga y tan mal servicio que presta Movistar""		-1";-1;941
"verga y tan mal servicio que presta Movistar""		-1";-1;942
"verga y tan mal servicio que presta Movistar""		-1";-1;943
"Que pasa con los aumentos de las tArifas sin aviso,el mal servicio 		-1";-1;944
"Un aumento del 750% en mi plan y no recib?un mensaje informativo, ni por respeto ni por cortes?. Que mal servicio		-1";-1;945
"Un aumento del 750% en mi plan y no recib?un mensaje informativo, ni por respeto ni por cortes?. Que mal servicio		-1";-1;946
"mal servicio telefnico en San Felipe - Comas. Tengo un postpago y la senal de internet falla constantemnte		-1";-1;947
"Si te quejas de los aumentos de Movistar, deja perder la linea de una vez...asi se evitan las quejas de mal funcionamiento""		-1";-1;948
"mal nacidos si quieren suban a 100mil los planes pero mejoren el mmg servicio malparido o salgan de Vzla de una		-1";-1;949
"Si te quejas de los aumentos de Movistar, deja perder la linea de una vez...asi se evitan las quejas de mal funcionamiento""		-1";-1;950
"como uds. M van a cobrar 60.000 Bs. De renta, es un absurdo, su mal servicio de cobertura y navegacion de internet es pesimo.""		-1";-1;951
"Movistar Venezuela incrementa las tarifas. Los mismos q se quejan del mal servicio son los primeros que se quejan del aumento		-1";-1;952
"Movistar Venezuela incrementa las tarifas. Los mismos q se quejan del mal servicio son los primeros que se quejan del aumento		-1";-1;953
"Golpe al bolsillo de movistar aumento descarado y el servicio de mal en peor cada dia...""		-1";-1;954
"Golpe al bolsillo de movistar aumento descarado y el servicio de mal en peor cada dia...""		-1";-1;955
"Movistar Peru la peor PORQUERIA QUE PUDEMOS HABER ADQUIRIDO, el peor servicio, la peor senal, todo lo tienen mal		-1";-1;956
"Movistar no responde ante reiterados reclamos por mal servicio internet hogar""		-1";-1;957
"Un horror el mal servicio de @Movistar una pena , yo que confiaba en sus servicios , mi movil y mi casa con problemas @AyudaMovistarCL""		-1";-1;958
"Por que nadie contesta en el call center? Me bloquearon? Si dan mal servicio No les gustan los clientes que consultamos?""		-1";-1;959
"Mi teor? es que Movistar pertenece a Telcel, y lo usan para dar mal servicio 		-1";-1;960
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";-1;961
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";-1;962
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";-1;963
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";-1;964
"Yo sigo esperando desde ayer al tecnico de Movistar para que me traiga mi decodifiador. Que mal servicio. 		-1";-1;965
"Yo sigo esperando desde ayer al tecnico de Movistar para que me traiga mi decodifiador. Que mal servicio. 		-1";-1;966
"De acuerdo. Movistar brinda un mal servicio, tambien tengo dificultades en las comunicaciones.""		-1";-1;967
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";-1;968
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";-1;969
"Yo sigo esperando desde ayer al tecnico de Movistar para que me traiga mi decodifiador. Que mal servicio. 		-1";-1;970
"Que mal servicio de movistar te roba a lo bruto no lo contrates ni te cambies @MovistarMX @MiMovistarMX""		-1";-1;971
"Aunque sea la misma empresa, la que tiene que responder  su mal servicio es Movistar Colombia, ojala respondieran con la rapidez de Espana""		-1";-1;972
"cansado del mal servicio de Internet ofrecido por Movistar en Leticia Amazonas, apoya esta peticon por un mejor		-1";-1;973
"aparte de prestar mal servicio tambien son unos ladrones! No entran las recargas @Movistar 28Oct""		-1";-1;974
"Alguien de mi familia hoy mandara al carajo a Movistar. Despues de dos malditos anos de puro mal servicio.		-1";-1;975
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";-1;976
"Usuarios de @Telcel se quejan del servicio, pero continuan siendo clientes: Lee por que motivo		-1";-1;977
"Le hago la cruz a Movistar! No soy mas cliente de esa pudricion de mal servicio y estafa		-1";-1;978
"Le hago la cruz a Movistar! No soy mas cliente de esa pudricion de mal servicio y estafa		-1";-1;979
"Movistar y su man? de prestar un mal servicio de datos		-1";-1;980
"La TarifaCero desaparecer en 2018 		-1";-1;981
"Al final de cuentas el consumidor es el que termina pagando los platos rotos, no AT&amp		-1";-1;982
"Por favor reclamos con Soporte Movistar 		-1";-1;983
"Amigos que Movistar esta lanzando el iPhone 8 no quita que su servicio sea mierda""		-1";-1;984
"Marico osea, nadie va a decir o hacer algo por el aumento de las rentas de Movistar?""		-1";-1;985
"Al final de cuentas el consumidor es el que termina pagando los platos rotos, no AT&amp		-1";-1;986
"Los tres son una mierda, te apuesto a cuando vaya a reactivar la linea Movistar me roba, te lo aseguro por		-1";-1;987
"NO al aumento abusivo de tarifas por parte de Movistar y Digitel - Firma la peticion! 		-1";-1;988
"Me llega al pincho movistar y toda la mierda nacional y particular quiero mirar tv csm		-1";-1;989
"LLAMA MERCENARIOS A LOS Q DEJAN SU EQUIPO MEDOCRE,CUANTO QUISIERA Q LE O?		-1";-1;990
"De cualquier forma la tarifa de interconexion para AT&amp		-1";-1;991
"Cuantos tuitstars estan atragantados de mermelada por el tema de Movistar y el iPhone8 ya perdieron todo pudor para la merme		-1";-1;992
"No me gusta ese comercial de Movistar porque dice: comience apretando el asterisco... uno se arruga mucho poh!.. 		-1";-1;993
"De saber que tener claro era la misma mierda que tener Movistar aca no hubiera cambiado 		-1";-1;994
"Que vergaaaaa con movistar fren		-1";-1;995
"Amigos que Movistar esta lanzando el iPhone 8 no quita que su servicio sea mierda""		-1";-1;996
"Y ya estan entregando el iPhone 8 y yo sigo esperando la llamada de Movistar <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>""		-1";-1;997
"Los alarmantes aumentos de las tarifas para Digitel, Movistar y Movilnet 		-1";-1;998
"MOVISTAR TENES UN INTERNET PORONGA		-1";-1;999
"La gente que pide al gobierno que """"tome medidas"""" contra Movistar por el aumento de tarifas, impulsa la Gran Mision Senales		-1";-1;1000
"Movistar me pone a pagar de 2140 a 30,000 prro queeee ajuste de susto no puedo con mucho		-1";-1;1001
"Movistar en menos de una hora me quito los 50 pesos, vamos bien		-1";-1;1002
"Prensa Movistar-Lima se la llevan facil. Los celulares estan mutis 100% en PALPA (ICA)desde el25 de Octubre.No hay ninguna informacon Ineptos""		-1";-1;1003
"Amigos, Movistar les quiere vender un iPhone 8 como si fuera un iPhone X.		-1";-1;1004
"NicolasMaduro presidente como es posible q suban las tarifas telefnicas Movistar por mas de un 1000 % y conatel no se pronuncia""		-1";-1;1005
"Amigos que Movistar esta lanzando el iPhone 8 no quita que su servicio sea mierda""		-1";-1;1006
"Yo me he quejado poco o nada de Movistar, nunca me he tenido inconvenientes pero igual no puedo renovar a un iPhone porque me los dejan caros		-1";-1;1007
"Me dicen lo mismo que esta en la pagina Web Jajajaj""		-1";-1;1008
"Por que estan tan caras las entradas 		-1";-1;1009
"Amigos que Movistar esta lanzando el iPhone 8 no quita que su servicio sea mierda""		-1";-1;1010
"Diganme como como voy a pagar 35 palos de renta en la porquerias de telefono que tengo que de paso ni sirve y Movistar menos o sea...""		-1";-1;1011
"NicolasMaduro presidente como es posible q suban las tarifas telefonicas Movistar por mas de un 1000 % y conatel no se pronuncia""		-1";-1;1012
"Movistar dio su brazo a torcer y los partidos Peru vs. Nueva Zelanda sern transmitidos por se_al abierta		-1";-1;1013
"da tarifa de prepagos, pospago no da *144 tampoco y mi movistar tampoco, es uno de los misterios de movistar		-1";-1;1014
"Movistar, Movilnet y Digitel aumentan tarifas a partir de noviembre 		-1";-1;1015
"sin duda son lo peor como lanzar un aumento tan elevado como ese mas del 1000% adios movistar de porqueria basuras""		-1";-1;1016
"Movistar, Movilnet y Digitel aumentan tarifas a partir de noviembre		-1";-1;1017
"Movistar, Movilnet y Digitel aumentan tarifas a partir de noviembre		-1";-1;1018
"Usuarios de Movistar denuncian que aumentaron las tarifas. 		-1";-1;1019
"Estafa con las tarifas de Movistar deja perplejo al mas ecuanime. Un monto de 36.000,00 Bs por 1.2 gb 300 minutos con		-1";-1;1020
"Que Movistar/Digitel aumenten sus tarifas es medio aceptable, pero movilnet deberia pagarle a sus usuarios por usar esa""		-1";-1;1021
"El plan Naranja 250 de Movilnet paso de costar Bs. 288,60 a Bs. 6.781, un aumento de al menos 2.250% 		-1";-1;1022
"El d? de ayer fue asqueroso. O sea aumento del sueldo. Del pasaje. De Movistar de toda mierda menos mis ganas de seguir en este pais""		-1";-1;1023
"Estafa con las tarifas de Movistar deja perplejo al mas ecuanime. Un monto de 36.000,00 Bs por 1.2 gb 300 minutos con		-1";-1;1024
"Gracias a movistar por este Halloween y sus precios de terror.""		-1";-1;1025
"AlertaPresidenteMaduro OJO PELAO CON Movistar que subi sus tarifas en 300% son unos miserables		-1";-1;1026
"Otra vez movistar sin internet podrido con mal servicio @MovistarChile @SERNAC		-1";-1;1027
"movistar tiene empleados y es una empresa privada, estoy dispuesta a pagar 		-1";-1;1028
"quiero hacer una denuncia formal por mal servicio de movistar , todos los dias me desconecta a la 1:30 am yo trabajo a esa hora		-1";-1;1029
"Movistar.. mal servicio!! Conx lenta..!!!""		-1";-1;1030
"Conatel  Muy eficiente a la hora de aceptar aumento de tarifas telefonia celular! Aunado mal servicio de movilnet. Movistar de 5 a 37 mil.""		-1";-1;1031
"Me pase de Movistar a Claro y es igual mal servicio con publicidad enganosa. Si tuvieran internet seria genial.		-1";-1;1032
"Me pase de Movistar a Claro y es igual mal servicio con publicidad enganosa. Si tuvieran internet seria genial.		-1";-1;1033
"ANCLegadoDeChavez la lentitud y saboteo de Movilnet  Movistar y Digitel era para un aumento? y el mal servicio quien lo reint		-1";-1;1034
"Sobre la renta de Movistar: no me quejare... Acepto el aumento... Pero es a?tan poco dinero q no me puedo quejar del mal servicio""		-1";-1;1035
"mal nacidos si quieren suban a 100mil los planes pero mejoren el mmg servicio malparido o salgan de Vzla de una		-1";-1;1036
"Si el servicio tecnico Movistar ha dado fecha para el 31 de noviembre, muy mal ...		-1";-1;1037
"Estoy tan dispuesta a pagar el incremento de Movistar, como lo estare cuando aumenten el del metro. El costo solo justifica		-1";-1;1038
"mal nacidos si quieren suban a 100mil los planes pero mejoren el mmg servicio malparido o salgan de Vzla de una		-1";-1;1039
"la lentitud y saboteo de Movilnet  Movistar y Digitel era para un aumento? y el mal servicio quien lo reintenta		-1";-1;1040
"la lentitud y saboteo de Movilnet  Movistar y Digitel era para un aumento? y el mal servicio quien lo reintenta		-1";-1;1041
"la lentitud y saboteo de Movilnet  Movistar y Digitel era para un aumento? y el mal servicio quien lo reintenta		-1";-1;1042
"Estoy tan dispuesta a pagar el incremento de Movistar, como lo estare cuando aumenten el del metro. El costo solo justifica		-1";-1;1043
"mal nacidos si quieren suban a 100mil los planes pero mejoren el mmg servicio malparido o salgan de Vzla de una		-1";-1;1044
"Golpe al bolsillo de movistar aumento descarado y el servicio de mal en peor cada dia...""		-1";-1;1045
"Ahora viene la gente a quejarse porque tienen que pagar 30.000bs y el regimen le bloquea el aumento y mas		-1";-1;1046
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";-1;1047
"Bueno y Entonces Hasta Cuando Digitel y Movistar Violando a Sus Usuarios, Mal Servicio y Tarifas Impagables! @NicolasMaduro @Conatel OJO""		-1";-1;1048
"Telecomunicaciones q han sido subcobradas a ello le debemos mal servicio poca senal lentitud q no se resolveran con este aumento		-1";-1;1049
